brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
蔚来,蔚来ET5,https://p3-dcd.byteimg.com/img/motor-mis-img/6b3472130dfd56454f65df80d9f461f6~tplv-resize:640:0.png,2042,"[29.8, 35.6]",蔚来,231,中型车,纯电动,2024.02,3年或12万公里
名爵,MG4 EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/798b4dc1a776470c9d5ebf6dae3be966~tplv-resize:640:0.png,2030,"[10.98, 17.98]",上汽集团,232,紧凑型车,纯电动,2023.09,3年或10万公里
奔腾,奔腾B70,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1a8e28c9c1294c6db07ac32b09391d9e~tplv-resize:640:0.png,2021,"[7.88, 12.39]",一汽奔腾,233,中型车,汽油,2024.09,3年或10万公里
东风风神,皓瀚,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7a07d88623a346058756af5631710351~tplv-resize:640:0.png,2013,"[10.29, 12.99]",东风乘用车,234,紧凑型SUV,汽油,2024.03,3年或10万公里
阿维塔,阿维塔 12,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7265fec78e384c00ab6f98e82afc7b5c~tplv-resize:640:0.png,2003,"[26.99, 42.99]",阿维塔科技,235,中大型车,增程式,2024.11,5年或12万公里
哪吒汽车,哪吒L,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7c9a57b8f81641d99193dd643992e48f~tplv-resize:640:0.png,1990,"[12.99, 16.29]",合众汽车,236,中型SUV,增程式,2024.04,4年或12万公里
别克,别克E5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9aee76bee8ae43df8a59f545536faaf2~tplv-resize:640:0.png,1989,"[16.19, 17.99]",上汽通用别克,237,中大型SUV,纯电动,2024.02,终身质保(首任非运营车主)
哪吒汽车,哪吒X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ce9a2157eb844cfe81d8020bdbe80f9d~tplv-resize:640:0.png,1948,"[8.98, 12.48]",合众汽车,238,紧凑型SUV,纯电动,2024.08,4年或12万公里
宝马,宝马iX3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/39eb11e1ba734c17b6a5b4c9762123ff~tplv-resize:640:0.png,1937,"[27.47, 30.23]",华晨宝马,239,中型SUV,纯电动,2024.01,3年或10万公里
极越,极越07,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5fb18bee9b7143e28ae2e82f13d12e75~tplv-resize:640:0.png,1936,"[20.99, 29.99]",极越,240,中大型车,纯电动,2024.09,4年或10万公里
深蓝汽车,深蓝S05,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1c1924725eb54ad986ed0d1b8ed929fe~tplv-resize:640:0.png,1923,"[11.99, 14.99]",深蓝汽车,241,紧凑型SUV,纯电动,2024.10,3年或12万公里
长安启源,长安启源A05,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/90024992da744ec1a944c8bca7fb6a3d~tplv-resize:640:0.png,1912,"[7.89, 10.39]",长安启源,242,紧凑型车,插电式混合动力,2024.10,3年或12万公里
星途,星途凌云,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5c148c7aebaa49d088572ea19ef19c25~tplv-resize:640:0.png,1909,"[11.99, 16.99]",星途,243,中型SUV,汽油,2024.07,3年或10万公里
奇瑞,艾瑞泽5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/aef5212cbadd4c05a9c450eaed0813e1~tplv-resize:640:0.png,1884,"[5.29, 6.89]",奇瑞汽车,244,紧凑型车,汽油,2023.10,3年或10万公里
吉利汽车,豪越L,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/35f4fe1d9d7240879696d2d7774573d5~tplv-resize:640:0.png,1865,"[11.29, 14.39]",吉利汽车,245,中型SUV,汽油,2024.10,4年或10万公里
广汽传祺,传祺GS4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3a5e2422597647f882593d68647ec164~tplv-resize:640:0.png,1845,"[9.58, 12.08]",广汽传祺,246,紧凑型SUV,汽油,2024.04,3年或10万公里
小鹏汽车,小鹏G9,https://p9-dcd.byteimg.com/img/motor-mis-img/57c7fd76817fb6148dce372c42acc18c~tplv-resize:640:0.png,1831,"[24.39, 33.99]",小鹏汽车,247,中大型SUV,纯电动,2023.09,5年或12万公里
奥迪,奥迪A7L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dfe5bc8192d64010adf766872e11f634~tplv-resize:640:0.png,1800,"[34.57, 55.42]",上汽奥迪,248,中大型车,汽油,2024.03,3年或10万公里
名爵,MG7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b0f952ca6faf46b1bb0fc809ab964a49~tplv-resize:640:0.png,1785,"[11.38, 16.38]",上汽集团,249,中型车,汽油,2023.03,3年或10万公里
丰田,普拉多,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/497f52d1db1740f1b91746f1b6b65de2~tplv-resize:640:0.png,1736,"[45.97, 54.97]",一汽丰田,250,中大型SUV,油电混合,2024.04,3年或10万公里
智己汽车,智己L6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7e7a9308f6714099997c4ff478660e92~tplv-resize:640:0.png,1725,"[20.99, 32.59]",智己汽车,251,中大型车,纯电动,2024.05,5年或15万公里
荣威,荣威D7 DMH,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fde7c9bf8c4d47d2911c150aa53fc207~tplv-resize:640:0.png,1692,"[9.98, 11.98]",上汽集团,252,中型车,插电式混合动力,2024.11,6年或15万公里
福特,探险者,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e176b8cf1d934c2c80c3db40747a214c~tplv-resize:640:0.png,1650,"[30.98, 39.98]",长安福特,253,中大型SUV,汽油,2024.09,3年或10万公里
启辰,启辰D60,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/19edcae930eb41e6995bb85e5ae1dea3~tplv-resize:640:0.png,1644,"[5.98, 8.98]",东风日产,254,紧凑型车,汽油,2023.02,3年或10万公里
五菱汽车,五菱星驰,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8aeb5f1c39fe4c509540e272edfac572~tplv-resize:640:0.png,1632,"[5.68, 8.68]",上汽通用五菱,255,小型SUV,汽油,2023.04,3年或10万公里
大众,揽境,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/bf37b7018ff14ebd9f55a164daa4e2c4~tplv-resize:640:0.png,1546,"[22.59, 36.39]",一汽-大众,261,中大型SUV,汽油,2024.06,3年或10万公里
捷途,捷途山海L6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b1eb8df0d67b436db20463072bc2240c~tplv-resize:640:0.png,1536,"[12.39, 14.49]",奇瑞汽车,262,紧凑型SUV,插电式混合动力,2024.08,4年或10万公里
起亚,赛图斯,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7fe56786e2be481da4a141a6d9364052~tplv-resize:640:0.png,1533,"[8.99, 12.99]",起亚,263,紧凑型SUV,汽油,2023.04,3年或10万公里
凯翼,凯翼拾月,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d654726800a34ad197462e1a65864112~tplv-resize:640:0.png,1528,"[5.39, 9.98]",凯翼汽车,264,微型车,纯电动,2023.11,3年或12万公里
江淮钇为,钇为3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d3b291d46e574b7db4455249b26a1887~tplv-resize:640:0.png,1514,"[6.99, 11.99]",江汽集团,265,小型车,纯电动,2024.03,4年或15万公里
五菱汽车,五菱星光EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/af3241fe37e84deb8402ffaa134b4342~tplv-resize:640:0.png,1495,"[9.78, 10.78]",上汽通用五菱,266,紧凑型车,纯电动,2024.04,6年或15万公里
红旗,红旗H6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fa72daa861444c8898700a48cabab96b~tplv-resize:640:0.png,1483,"[13.48, 19.48]",一汽红旗,267,中型车,汽油,2024.06,4年或10万公里
福特,领睿,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/55aae056e0d442518ea67ef03b3ee4d4~tplv-resize:640:0.png,1479,"[10.68, 16.55]",江铃福特,268,中型SUV,汽油,2024.10,3年或10万公里
奥迪,奥迪Q4 e-tron,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1830284b40ab4b27b72d12c96c731e08~tplv-resize:640:0.png,1462,"[18.26, 23.13]",一汽奥迪,269,紧凑型SUV,纯电动,2023.11,3年或10万公里
本田,本田HR-V,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/24baeca15ca34c83a4e9ceaf09de58ea~tplv-resize:640:0.png,1413,"[12.09, 18.99]",东风本田,270,紧凑型SUV,汽油,2024.04,3年或10万公里
奔腾,奔腾NAT,https://p3-dcd.byteimg.com/img/motor-mis-img/86e59b68321279091b353bb89ec0d411~tplv-resize:640:0.png,1389,"[8.58, 16.48]",一汽奔腾,271,紧凑型MPV,纯电动,2023.02,3年或30万公里
小鹏汽车,小鹏X9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/dea281f2400b459897787fc584c29832~tplv-resize:640:0.png,1376,"[35.98, 41.98]",小鹏汽车,272,中大型MPV,纯电动,2024.01,5年或12万公里
领克,领克06 EM-P,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1c6767db0dce45d098cbdaa592ebb178~tplv-resize:640:0.png,1340,"[12.28, 14.28]",领克,273,小型SUV,插电式混合动力,2024.09,5年或10万公里
现代,现代ix35,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4759d1d531d7489dbb01a2bad3506c6b~tplv-resize:640:0.png,1306,"[9.98, 14.58]",北京现代,274,紧凑型SUV,汽油,2023.06,可选：5年或10万公里/7年或7万公里/3年或15万公里
曹操汽车,曹操60,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fef8894a0d9b4d42a1d0a42d7f6e8416~tplv-resize:640:0.png,1302,"[11.98, 16.98]",曹操汽车,275,紧凑型车,纯电动,2024.09,6年或60万公里
长安,长安CS35 PLUS,https://p3-dcd.byteimg.com/img/motor-mis-img/810127c3c51f072dd2ea70a1a5aa09db~tplv-resize:640:0.png,1291,"[6.99, 8.19]",长安汽车,276,小型SUV,汽油,2023.09,3年或10万公里
宝马,宝马iX1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/95a97101ab9a485e88774be29273a9ea~tplv-resize:640:0.png,1290,"[20.68, 23.44]",华晨宝马,277,紧凑型SUV,纯电动,2023.08,3年或10万公里
领克,领克09,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/364454f27a1a440e88097db05eabadec~tplv-resize:640:0.png,1289,"[22.78, 23.48]",领克,278,中大型SUV,48V轻混系统,2024.09,5年或10万公里
本田,艾力绅,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d874253ddcab4fbeac2e52354f3d9e62~tplv-resize:640:0.png,1262,"[21.48, 26.68]",东风本田,279,中型MPV,油电混合,2023.07,3年或10万公里
上汽大通MAXUS,大通G50,https://p3-dcd.byteimg.com/img/motor-mis-img/1f8cf3e8aa8da7a93d7fa90a0ed6e5d6~tplv-resize:640:0.png,1256,"[7, 14.08]",上汽大通,280,紧凑型MPV,汽油,2024.10,3年或6万公里
东风风神,奕炫,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f2597be887af41fdb6174c3200a98d2c~tplv-resize:640:0.png,1250,"[6.19, 9.39]",东风乘用车,281,紧凑型车,汽油,2024.01,3年或10万公里
起亚,狮铂拓界,https://p3-dcd.byteimg.com/img/motor-mis-img/64635680904a46d6cc34230eaf9a9552~tplv-resize:640:0.png,1248,"[12.98, 18.78]",起亚,282,紧凑型SUV,汽油,2022.11,5年或10万公里
江铃集团新能源,羿,https://p9-dcd.byteimg.com/img/motor-mis-img/c53f4e31b5bc85aa0d8c14dec47cac09~tplv-resize:640:0.png,1247,"[11.88, 19.98]",江铃集团新能源,283,紧凑型车,纯电动,2024.04,3年或6万公里
宝骏,云朵,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f7956c20545c4c87ba29f4b30e6caaf9~tplv-resize:640:0.png,1243,"[9.58, 11.58]",上汽通用五菱,284,紧凑型车,纯电动,2023.08,3年或10万公里
哪吒汽车,哪吒AYA,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/181eb1cb372d46b292dc0c4da1a252a3~tplv-resize:640:0.png,1217,"[6.58, 8.08]",合众汽车,285,小型SUV,纯电动,2023.08,3年或12万公里
吉利汽车,吉利ICON,https://p3-dcd.byteimg.com/img/motor-mis-img/1c4d6a1078cf0ab10fec8126528059d4~tplv-resize:640:0.png,1210,"[9.19, 11.39]",吉利汽车,286,小型SUV,汽油,2024.05,4年或10万公里
极氪,ZEEKR X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/87bf9e60731445798436e52d5c9c042d~tplv-resize:640:0.png,1208,"[14.9, 19.9]",极氪,287,紧凑型SUV,纯电动,2024.11,4年或10万公里
林肯,林肯Z,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4694157ee5604cc2af6a9edc0a811146~tplv-resize:640:0.png,1175,"[21.38, 34.38]",长安林肯,288,中型车,汽油,2024.09,5年或14万公里
昊铂,昊铂HT,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/973f2a8d61c04ed19d61f18aa9d5c08e~tplv-resize:640:0.png,1150,"[21.39, 26.99]",广汽埃安新能源,289,中大型SUV,纯电动,2024.04,6年或15万公里
北汽制造,锐胜王牌M7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9ab40d5c662d43be9e3e28282ab17ad7~tplv-resize:640:0.png,1150,"[4.98, 15.28]",北京汽车制造厂,290,中大型MPV,汽油,2024.10,3年或6万公里
奇瑞,瑞虎5x,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b039463630a6498dae0ddf222ed472c0~tplv-resize:640:0.png,1130,"[5.59, 9.19]",奇瑞汽车,291,小型SUV,汽油,2024.04,3年或10万公里
捷途,捷途山海L9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/443f04d4389f49de90c7b449e65801a9~tplv-resize:640:0.png,1128,"[15.89, 18.09]",奇瑞汽车,292,中型SUV,插电式混合动力,2023.11,4年或10万公里
深蓝汽车,深蓝G318,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2d9cd38fed2f4b78a84daf07ab567bac~tplv-resize:640:0.png,1116,"[17.59, 31.8]",深蓝汽车,293,中大型SUV,增程式,2024.06,3年或12万公里
smart,smart精灵#3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ce918680652d4e4db03cb38be9e2e23d~tplv-resize:640:0.png,1114,"[16.49, 28.99]",smart,294,紧凑型SUV,纯电动,2024.04,4年或15万公里
丰田,威飒,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/97f0b1f0d49d4d95845a17fda2bf026e~tplv-resize:640:0.png,1110,"[16.68, 25.38]",广汽丰田,295,中型SUV,汽油,2024.06,3年或10万公里
吉利几何,吉利几何A,https://p3-dcd.byteimg.com/img/motor-mis-img/ef638ed8ed491bd5bb2a12337d91faa9~tplv-resize:640:0.png,1100,"[12.18, 12.28]",吉利几何,296,紧凑型车,纯电动,2023.08,4年或15万公里
岚图,岚图知音,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/aaa6bdc8d04d42ada5a6b1438b101f6a~tplv-resize:640:0.png,1089,"[19.69, 23.69]",岚图汽车,297,中型SUV,纯电动,2024.10,5年或10万公里
雪铁龙,凡尔赛C5 X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fbb2febc93054b269bd8eeb04935102c~tplv-resize:640:0.png,1079,"[13.17, 17.47]",东风雪铁龙,298,中型车,汽油,2024.04,5年或15万公里
奇瑞,瑞虎9 C-DM,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/3e9142d28df645998cb03be033cf4c4a~tplv-resize:640:0.png,1049,"[15.99, 16.99]",奇瑞汽车,299,中型SUV,插电式混合动力,2024.09,3年或10万公里
现代,索纳塔,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9d6d54839e6846ef9a26c1c66cc68d61~tplv-resize:640:0.png,1047,"[13.28, 17.98]",北京现代,300,中型车,汽油,2024.03,可选：3年或15万公里/5年或10万公里/7年或7万公里
日产,探陆,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1e9d215e79504327b7fcee191d8caaf4~tplv-resize:640:0.png,1039,"[21.58, 27.78]",东风日产,301,中大型SUV,汽油,2024.03,3年或10万公里
小鹏汽车,小鹏P7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/008ce8adb1ad4b24acfb8fade865172a~tplv-resize:640:0.png,1029,"[19.39, 27.49]",小鹏汽车,302,中型车,纯电动,2023.11,5年或12万公里
极越,极越01,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f73c60325bef4f98b00f280bfc238a4f~tplv-resize:640:0.png,1022,"[21.99, 30.99]",极越,303,中大型SUV,纯电动,2024.08,4年或10万公里
标致,标致408,https://p3-dcd.byteimg.com/img/motor-mis-img/e734863947662cd987a9be96b479f828~tplv-resize:640:0.png,1020,"[8.07, 9.67]",东风标致,304,紧凑型车,汽油,2024.03,5年或15万公里
起亚,奕跑,https://p9-dcd.byteimg.com/img/motor-mis-img/3634d1e1b33e9b6c6c8163d55fcca20c~tplv-resize:640:0.png,1000,"[6.38, 7.38]",起亚,305,小型SUV,汽油,2021.06,3年或10万公里
启辰,启辰VX6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a00b2c2ef316486dbec5384a722cc5d6~tplv-resize:640:0.png,994,"[12.49, 14.99]",东风日产,306,紧凑型SUV,纯电动,2024.10,6年或15万公里
北京,北京BJ60,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0087942025b04295b04efa7c84472d8b~tplv-resize:640:0.png,984,"[20.98, 25.58]",北京汽车,307,中大型SUV,48V轻混系统,2023.09,5年或15万公里
长安,长安UNI-K,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/458c4ef6b652476e8519de66e0912a74~tplv-resize:640:0.png,978,"[12.99, 15.99]",长安汽车,308,中型SUV,汽油,2023.11,3年或10万公里
福特,锐际,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e85d383a99d24b91b83a3b4e46f711fe~tplv-resize:640:0.png,966,"[13.48, 18.48]",长安福特,309,紧凑型SUV,汽油,2023.08,3年或10万公里
本田,冠道,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fc979e09cc8f450c9a1dceb57d57ec05~tplv-resize:640:0.png,964,"[19.38, 28.38]",广汽本田,310,中型SUV,汽油,2023.08,3年或10万公里
红旗,红旗HS7 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/025bc9204d124c23b8889961f0434453~tplv-resize:640:0.png,960,"[26.28, 29.28]",一汽红旗,311,中大型SUV,插电式混合动力,2024.08,4年或10万公里
别克,君越,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3b6804b891b54e719039b9709172bce9~tplv-resize:640:0.png,946,"[13.49, 19.49]",上汽通用别克,312,中型车,汽油,2024.10,3年或10万公里
凯翼,凯翼昆仑iHD,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b23daeb884224c29bfd6c1c82ba6db1e~tplv-resize:640:0.png,940,"[10.99, 17.99]",凯翼汽车,313,中型SUV,插电式混合动力,2024.08,4年或10万公里
现代,库斯途,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ab112cc53c61428599a02cc75c895c91~tplv-resize:640:0.png,935,"[15.68, 21.88]",北京现代,314,中大型MPV,汽油,2024.08,5年或10万公里
坦克,坦克700 Hi4-T,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/dba086fd7b2f4b1ebf8b104dc26331c3~tplv-resize:640:0.png,929,"[42.8, 70]",长城汽车,315,中大型SUV,插电式混合动力,2024.02,5年或15万公里
岚图,岚图FREE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/35252dbdd8d34ef7aacde273feaf5073~tplv-resize:640:0.png,920,"[22.39, 25.19]",岚图汽车,316,中大型SUV,增程式,2024.06,5年或10万公里
广汽传祺,传祺E9 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/3da48c68376e4e158a93ba1e44310602~tplv-resize:640:0.png,917,"[31.98, 40.98]",广汽传祺,317,中大型MPV,插电式混合动力,2024.04,3年或10万公里
东风风行,菱智,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1b4c5e581271490ab064442a9188b466~tplv-resize:640:0.png,902,"[5.69, 9.69]",东风风行,318,中型MPV,汽油,2023.09,5年或10万公里
宝骏,悦也Plus,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/742a281a4282435b85ea756d2c95539b~tplv-resize:640:0.png,883,"[9.38, 10.38]",上汽通用五菱,319,小型SUV,纯电动,2024.04,3年或10万公里
大众,Polo,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a6ee19f8cb8b4ad8bab7f2b3cb0e4fa1~tplv-resize:640:0.png,880,"[7.39, 10.79]",上汽大众,321,小型车,汽油,2023.05,3年或10万公里
东风风神,皓极,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/68b2913fe7a54330b67436f95718fb7e~tplv-resize:640:0.png,873,"[11.99, 14.69]",东风乘用车,322,紧凑型SUV,汽油,2023.10,3年或10万公里
斯柯达,速派,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/311d2486ecbd401881dad84af2f75e6b~tplv-resize:640:0.png,873,"[10.99, 17.99]",上汽大众斯柯达,323,中型车,汽油,2024.10,3年或10万公里
本田,本田XR-V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8f1240b0c0c34a149406ed4ea93ccc90~tplv-resize:640:0.png,861,"[10.49, 12.49]",东风本田,324,小型SUV,汽油,2023.08,3年或10万公里
奇瑞,风云T10,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e11d68e3ace14875812b0566899c6142~tplv-resize:640:0.png,853,"[18.19, 22.19]",奇瑞汽车,325,中大型SUV,插电式混合动力,2024.07,3年或10万公里
昊铂,昊铂GT,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9e69c314c8674619b07ab21da1c9f31b~tplv-resize:640:0.png,852,"[20.39, 25.99]",广汽埃安新能源,326,中大型车,纯电动,2024.06,6年或15万公里
哪吒汽车,哪吒S,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f5b33847b129473f8fd1ea7239dc73f5~tplv-resize:640:0.png,847,"[14.88, 21.88]",合众汽车,327,中大型车,增程式,2023.07,4年或12万公里
理想汽车,理想MEGA,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d0437ce51fc94ffb8c4d700c169ce3f5~tplv-resize:640:0.png,824,"[52.98, 52.98]",理想汽车,328,大型MPV,纯电动,2024.03,5年或10万公⾥
捷豹,捷豹XEL,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/738f5783073047c080a6da837c236b97~tplv-resize:640:0.png,820,"[17.99, 20.51]",奇瑞捷豹路虎,329,中型车,汽油,2023.10,3年或10万公里
212,212 T01,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7b7930d893c84bc680c29e376c02ea26~tplv-resize:640:0.png,812,"[13.99, 17.29]",二一二越野车,330,紧凑型SUV,汽油,2024.08,3年或6万公里
马自达,马自达CX-50行也,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/cd69fe0e126842e7ac2d6c942972143f~tplv-resize:640:0.png,812,"[14.48, 22.48]",长安马自达,331,紧凑型SUV,汽油,2024.03,3年或10万公里
荣威,荣威i6 MAX EV,https://p3-dcd.byteimg.com/img/motor-mis-img/4a62b4c1ac07ae8e723dc417a5f06360~tplv-resize:640:0.png,803,"[15.28, 18.18]",上汽集团,332,紧凑型车,纯电动,2022.04,3年或10万公里
星途,星途瑶光,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe5ba41003f242d994ad0722c4a9e34a~tplv-resize:640:0.png,801,"[13.28, 18.68]",星途,333,中型SUV,汽油,2024.07,3年或10万公里
江铃集团新能源,易至EV3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/85b368807a6e4a4384b8b605eebe55bf~tplv-resize:640:0.png,797,"[5.28, 6.68]",江铃集团新能源,334,微型车,纯电动,2024.07,3年或6万公里
捷豹,捷豹XFL,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ff4471d5fe15485abe12491dc23c2c78~tplv-resize:640:0.png,796,"[23.99, 29.27]",奇瑞捷豹路虎,335,中大型车,汽油,2024.02,3年或10万公里
日产,骐达TIIDA,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c2bc63fa5a1142b9aba74bf02210d1cc~tplv-resize:640:0.png,786,"[8.29, 10.89]",东风日产,336,紧凑型车,汽油,2023.08,3年或10万公里
五菱汽车,五菱星辰,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e365b62932e14542987c0ec29e807693~tplv-resize:640:0.png,782,"[6.88, 10.98]",上汽通用五菱,337,紧凑型SUV,油电混合,2022.08,3年或10万公里
大运,悦虎,https://p3-dcd.byteimg.com/img/motor-mis-img/734908e2eb6373bc7e736fae703e25f6~tplv-resize:640:0.png,780,"[6.38, 8.699]",大运汽车,338,小型SUV,纯电动,2023.06,3年或12万公里
领克,领克09 EM-P,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f29a0b794aff4900a5d45b49a9a667e3~tplv-resize:640:0.png,777,"[25.99, 33.29]",领克,339,中大型SUV,插电式混合动力,2024.01,5年或10万公里
荣威,荣威D5X DMH,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5f76e3a9f0684a529d8a128efb9bb365~tplv-resize:640:0.png,768,"[11.98, 13.68]",上汽集团,340,紧凑型SUV,插电式混合动力,2024.05,6年或15万公里
哈弗,哈弗M6,https://p3-dcd.byteimg.com/img/motor-mis-img/3318a942828459ec7ce8bd81f8e187d9~tplv-resize:640:0.png,765,"[6.19, 8.29]",长城汽车,341,紧凑型SUV,汽油,2023.03,3年或10万公里
凯翼,炫界,https://p9-dcd.byteimg.com/img/motor-mis-img/2666dff05b9d5813ff3dcfff49862beb~tplv-resize:640:0.png,764,"[6.39, 9.49]",凯翼汽车,342,小型SUV,汽油,2024.11,3年或10万公里
林肯,冒险家,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f4ed092253674c16856fe4cc09921e1a~tplv-resize:640:0.png,762,"[21.58, 32.58]",长安林肯,343,紧凑型SUV,汽油,2024.03,5年或14万公里
享界,享界S9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a4aa6010a2c24aa995aa79d02ddf3a8f~tplv-resize:640:0.png,758,"[39.98, 44.98]",北汽新能源,344,中大型车,纯电动,2024.08,4年或10万公里
沃尔沃,沃尔沃XC60 PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/fc3ab417cc4308639925ee54f86c7419~tplv-resize:640:0.png,758,"[39.09, 46.39]",沃尔沃亚太,345,中型SUV,插电式混合动力,2024.07,3年不限公里
长安欧尚,长安欧尚Z6 iDD新能源,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d2a56308a184ed89115a0b35d840d2e~tplv-resize:640:0.png,754,"[12.58, 14.58]",长安汽车,346,紧凑型SUV,插电式混合动力,2023.06,3年或12万公里
奇瑞,瑞虎7 PLUS PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/70299e32370848008bda667b5e498029~tplv-resize:640:0.png,747,"[12.99, 16.69]",奇瑞汽车,347,紧凑型SUV,插电式混合动力,2023.08,3年或10万公里
